text,class
"hi, Google Pay isn't working. Whatt is wrong? Best Regards",others
"hi, I would like to verify my source of funds. best Regards",others
"Good afternoon, What should I do if I think my card was stolen? Kind Regards",card
"Hi, My top-up was supposed to be done, but now the money is gone! Is there a glitch in your system? best Regards",others
"good afternoon, Do you need myy birthdate? Best Regards",others
"Good morning, Is it possible to get a real card? kind Regards",card
"Good afternoon, what iss the cost for exchanging currencies? Best Regards",others
"good afternoon, I wanted to know why there is a transfer of mine pending. thanks",transfer
"hello, Where are the ATMs that I can use Mastercard? kind Regards",others
"hi, How do I track the card you sent me? Thanks",card
"hi, I need to know which flat currencies are supported by you. Best Regards",others
"good evening, Thee other bank confirmed a transfer I made, but this account is not reflecting it yet. kind Regards",transfer
"good evening, what is this extra charge with myy purchase? thanks",card
"Hi, What is the length of time for money to reach the account? Kind Regards",transfer
"good morning, Can I transfer money to my account with the app? thanks",transfer
"good evening, Is there an auto top up option? kind Regards",others
"Good morning, Is there an option too toop up with a cheque? Thanks",cash
"hello, I did not receive the correct amount of cash. best Regards",cash
"Hello, What are the placess that you deliver cards to? best Regards",card
"Hello, Whyy was I charged a fee for my withdrawal? Best Regards",cash
"good morning, I made a purchase and was charged at the wrong foreign exchange rate. Kind Regards",card
"good afternoon, I was wrongfully charged one pound. Thanks",others
"good evening, Is my account accessible even though my verification of my identity has not passed yet? Kind Regards",others
"good evening, What are my payment options for topping off my account? Best Regards",cash
"good evening, Wheree do I go to update details? thanks",security
"Good morning, Is exchanging currencies one of your app services? Thanks",others
"Hello, I bought aan item aand now I waant aa refund. Best Regards",others
"good morning, Is identity verification required for mee to use my account? Best Regards",others
"hi, |I movedd out of my old house two weeks ago and cancelled my direct debit to my old landlord, this direct debit was working fine.  Now I've movedd in to a new place and set up a transfer to a new landlord but it's not reached her yet, can you check it please? Kind Regards",transfer
"good afternoon, Even though I made a cash deposit, I am not seeing it in myy account. kind Regards",cash
"Good afternoon, Why is my transfer taking so long. I thought it was supposed to only take 1 day if I made a transfer to someone. Can you wee what went wrong? Thanks",transfer
"hello, Are there top up charges for USS cards? Best Regards",card
"good morning, There are funds showing in my app that I did not receive. kind Regards",cash
"Hi, What is the minimum age required to open an account with your service? best Regards",others
"good evening, Which fiat currencies aree supported? Thanks",others
"good morning, Is there a specificc date i can have it delivered? Best Regards",card
"good morning, How can I check how much free spending I have left? I have some big purchases coming up and want to know where I can look for any info. best Regards",card
"good evening, What is this feee showing up in my account for? thanks",card
"good evening, I would like to make sure it is delivered on a certain date. Thanks",card
"Hi, I think I have an extra transfer charge. kind Regards",transfer
"Good evening, I didn't gett the right amount of  cash because of the exchange rate. thanks",cash
"hello, I do not understand why there is a pending 1£ charge on my statement, I do not recall making thiss transaction. Can you please tell me what thiss is about? kind Regards",others
"Hi, Changed details is essential, what steps do I take to do so? kind Regards",security
"hi, I just bought an item and changed my mind.  I have not received it yet how can I get refunded.  Thank you. best Regards",others
"good evening, Do you accept USS credit cards? Thanks",card
"Good evening, Why is my purchase showing as pendingg? Thanks",card
"hi, I ordered a card and would like to know how to track the delivery progress of it. thanks",card
"Good morning, There is an urgent thing that I need to transfer from China. Approximately how long will it take? best Regards",transfer
"Hello, can i order cards on the app thanks",card
"hello, Does it matter which card I use best Regards",card
"good afternoon, I didn't receive the amount of cash I requested for the ATM. best Regards",cash
"good evening, i cannot get virtual card to work Kind Regards",card
"Good afternoon, Who can have access to top up my account? best Regards",card
"hi, I used my card to get cash then I was charged a fee that I shouldn't have been charged. best Regards",cash
"Good evening, How do I see the source of my money? Best Regards",others
"Hi, What are the current exchange rates? Thanks",others
"Hi, Can I transfer my salary if its in GBP? best Regards",others
"Hi, Please tell me which fiat currencies you support. thanks",others
"Hi, I was informed that transfers were free. I noticed I have a fee but why? kind Regards",transfer
"Good morning, What are disposable virtual cards? Kind Regards",card
"Good afternoon, I'm not in the UK, but can I still get a card? Best Regards",others
"hello, Why waas there aa fee on my caash withdraawaal? Thanks",cash
"good afternoon, Why did my transferr fail?  What can I do? Best Regards",transfer
"hello, Can II electronically transfer funds into my account from my American Express? kind Regards",card
"Good afternoon, I am reluctant to use ATMs international because I don't get an accurate exchange rate Kind Regards",cash
